4,0.0, 0.0, 499965
3,0.0, 0.0, 499934
2,0.0, 0.0, 500049
1,0.0, 0.0, 500007
0,0.0, 0.0, 499924
4,0.0, 0.0, 499961
3,0.0, 0.0, 499999
2,0.0, 0.0, 599967
1,0.0, 0.0, 499957
0,0.0, 0.0, 499972
4,0.0, .1, 499971
3,0.0, .1, 599978
2,0.0, .1, 599971
1,0.0, .1, 699941
0,0.0, .1, 599918
4,0.0, .1, 499944
3,0.0, .1, 799937
2,0.0, .1, 899936
1,0.0, .1, 699960
0,0.0, .1, 699982
4,0.0, .2, 599894
3,0.0, .2, 599905
2,0.0, .2, 599966
1,0.0, .2, 499983
0,0.0, .2, 699970
4,0.0, .2, 899875
3,0.0, .2, 800050
2,0.0, .2, 599973
1,0.0, .2, 899947
0,0.0, .2, 799863
4,0.0, .3, 1099998
3,0.0, .3, 599934
2,0.0, .3, 799863
1,0.0, .3, 999942
0,0.0, .3, 799962
4,0.0, .3, 899916
3,0.0, .3, 599955
2,0.0, .3, 799983
1,0.0, .3, 699886
0,0.0, .3, 799910
4,0.0, .4, 898933
3,0.0, .4, 1400058
2,0.0, .4, 799954
1,0.0, .4, 999953
0,0.0, .4, 699876
4,0.0, .4, 899923
3,0.0, .4, 999878
2,0.0, .4, 1099955
1,0.0, .4, 1099909
0,0.0, .4, 799911
4,0.0, .5, 1199918
3,0.0, .5, 899901
2,0.0, .5, 999938
1,0.0, .5, 899938
0,0.0, .5, 699976
4,0.0, .5, 799928
3,0.0, .5, 1199958
2,0.0, .5, 999950
1,0.0, .5, 1699956
0,0.0, .5, 800049
4,0.0, .6, 1203879
3,0.0, .6, 1199925
2,0.0, .6, 1399943
1,0.0, .6, 999893
0,0.0, .6, 1499979
4,0.0, .6, 1199938
3,0.0, .6, 1499959
2,0.0, .6, 1399921
1,0.0, .6, 1299928
0,0.0, .6, 2199980
4,0.0, .7, 2499816
3,0.0, .7, 1099939
2,0.0, .7, 1999955
1,0.0, .7, 1399927
0,0.0, .7, 1299944
4,0.0, .7, 1099880
3,0.0, .7, 2099958
2,0.0, .7, 1099885
1,0.0, .7, 1799864
0,0.0, .7, 1699289
4,0.0, .8, 6103895
3,0.0, .8, 2599918
2,0.0, .8, 2799357
1,0.0, .8, 1899915
0,0.0, .8, 1499841
4,0.0, .8, 1699910
3,0.0, .8, 2099926
2,0.0, .8, 3799911
1,0.0, .8, 1699945
0,0.0, .8, 4299882
,0.0, .9, 2399115
4,.1, 0, 600025
3,.1, 0, 499279
2,.1, 0, 499956
1,.1, 0, 599905
0,.1, 0, 499956
4,.1, 0, 499992
3,.1, 0, 499934
2,.1, 0, 499995
1,.1, 0, 500072
0,.1, 0, 599940
4,.1, .1, 499985
3,.1, .1, 599875
2,.1, .1, 599942
1,.1, .1, 600005
0,.1, .1, 599997
4,.1, .1, 499928
3,.1, .1, 499970
2,.1, .1, 499995
1,.1, .1, 599970
